Tweet,Value
"@pkumamoto @PabloMontanoB @AlbertoVale13 @Rodrigo_Cornejo @WikipoliticaJal @Susanaochoach @JuanYvesPalomar @joseantesyois @regina_arauz @PaoolaFT @susanadelar Sí, los niños harapientos y sin una comida completa a día del oriente del AMG de seguro estarán también interesados en participar en política...",-1
@pkumamoto Cómo vamos?,0
@pkumamoto @PabloMontanoB @AlbertoVale13 @Rodrigo_Cornejo @WikipoliticaJal @Susanaochoach @JuanYvesPalomar @joseantesyois @regina_arauz @PaoolaFT @susanadelar La verdad es que esto ya me parece chafísima.,-1
"@pkumamoto @PabloMontanoB @AlbertoVale13 @Rodrigo_Cornejo @WikipoliticaJal @Susanaochoach @JuanYvesPalomar @joseantesyois @regina_arauz @PaoolaFT @susanadelar ¿Y qué, ahora comenzarás a besar bebés?",-1
@pkumamoto @AlbertoVale13 @Rodrigo_Cornejo @PabloMontanoB @WikipoliticaJal @EquipoDeKuma Hasta que hora estarán el viernes en CUCEI?,1
"@pkumamoto Por que no te haces presente para pedir tus firmas en Temacapulin Jalisco, te da miedo ?",-1
@pkumamoto @AlbertoVale13 @Rodrigo_Cornejo @PabloMontanoB @WikipoliticaJal @EquipoDeKuma @ISIS AQUÍ PARFAVAR,-1
@pkumamoto @PabloMontanoB @AlbertoVale13 @Rodrigo_Cornejo @WikipoliticaJal @Susanaochoach @JuanYvesPalomar @joseantesyois @regina_arauz @PaoolaFT @susanadelar Ay no mame,-1
"@pkumamoto @PabloMontanoB @AlbertoVale13 @Rodrigo_Cornejo @WikipoliticaJal @Susanaochoach @JuanYvesPalomar @joseantesyois @regina_arauz @PaoolaFT @susanadelar Leí la columna y sentí bonito como tanta gente se suma a un proyecto q muchos pensaron q no iba a llegar y ahora toma más fuerza q nunca. Creo q el cambio lo hacemos todos, desde donde estamos con las herramientas q cada uno tiene.Admiro tu compromiso y desde lejos sigo proyecto",1
"@pkumamoto @PabloMontanoB @AlbertoVale13 @Rodrigo_Cornejo @WikipoliticaJal @Susanaochoach @JuanYvesPalomar @joseantesyois @regina_arauz @PaoolaFT @susanadelar Opino que los niños deben ser niños, me parece deleznable usarlos en la política. Solo se debe fomentar la cultura de participación. Lo que se debe revisar es la mayoría de edad.",0
@pkumamoto @PabloMontanoB @AlbertoVale13 @Rodrigo_Cornejo @WikipoliticaJal @Susanaochoach @JuanYvesPalomar @joseantesyois @regina_arauz @PaoolaFT @susanadelar Que te firmen la playera y la guardas como tu mejor trofeo/reconocimiento.,1
@pkumamoto @PabloMontanoB @AlbertoVale13 @Rodrigo_Cornejo @WikipoliticaJal @Susanaochoach @JuanYvesPalomar @joseantesyois @regina_arauz @PaoolaFT @susanadelar Si pudiera hasta yo firmara 💪,1
@pkumamoto cuando estarán cerca de Belenes para dar mi firma?,1
@pkumamoto @AlbertoVale13 @Rodrigo_Cornejo @PabloMontanoB @WikipoliticaJal @EquipoDeKuma Firmó.,1
@pkumamoto @EquipoDeKuma @PabloMontanoB @WikipoliticaJal son mi esperanza cabrones... echenle,1
"@pkumamoto @AlbertoVale13 @Rodrigo_Cornejo @PabloMontanoB @WikipoliticaJal @EquipoDeKuma He Kuma ya bajale. Está bien que la recolección te trae en chinga y es tu prioridad,  pero tu Twitter está insoportablemente propagandista y repetitivo. De perdido metele la receta de unas galletitas...",-1
@pkumamoto y donde voto?,1
@pkumamoto @AlbertoVale13 @Rodrigo_Cornejo @PabloMontanoB @WikipoliticaJal @EquipoDeKuma Domingo glorieta Chapalita ahí nos vemos 👍🏻,1
@pkumamoto @AlbertoVale13 @Rodrigo_Cornejo @PabloMontanoB @WikipoliticaJal @EquipoDeKuma @pkumamoto  Qué bueno que pusiste las fechas y los lugares indicados porque yo tengo que ir a firmar YAAA,1
@pkumamoto @CSaizar @AlbertoVale13 @Rodrigo_Cornejo @PabloMontanoB @WikipoliticaJal @EquipoDeKuma Quien chingados es ese pendejo,-1
@pkumamoto Ja ja ja nos piensan idiotas?...,-1
"@pkumamoto Con Paso Firme A Obtener La Candidatura Independiente Al Senado
#CentrodelasNoticias

https://t.co/V2uB9sNyoG https://t.co/QQYMhfjY7M",0
@pkumamoto @PabloMontanoB @AlbertoVale13 @Rodrigo_Cornejo @WikipoliticaJal Te firmé en el #212 :D,1
@pkumamoto @AlbertoVale13 @Rodrigo_Cornejo @PabloMontanoB @WikipoliticaJal @EquipoDeKuma Cuando Tlaquepaque???,1
@pkumamoto @AlbertoVale13 @Rodrigo_Cornejo @PabloMontanoB @WikipoliticaJal @EquipoDeKuma Ya pasaron por oblatos?,1
@pkumamoto @AlbertoVale13 @Rodrigo_Cornejo @PabloMontanoB @WikipoliticaJal @EquipoDeKuma Al centro de Tlaquepaque vendrán pronto?,1
@pkumamoto @AlbertoVale13 @Rodrigo_Cornejo @PabloMontanoB @WikipoliticaJal @EquipoDeKuma Cuando a CUUAD?,1
@pkumamoto @AlbertoVale13 @Rodrigo_Cornejo @PabloMontanoB @WikipoliticaJal @EquipoDeKuma Los que estamos en otro estado pueden firmar? Cómo?,1
"@pkumamoto @AlbertoVale13 @Rodrigo_Cornejo @PabloMontanoB @WikipoliticaJal @EquipoDeKuma Kuma, el Grooves &amp; Blues fue cancelado -_-. Aún te debo mi firma, pero espero coincidir pronto! Espero el domingo en Chapalita :)",1
@pkumamoto @AlbertoVale13 @Rodrigo_Cornejo @PabloMontanoB @WikipoliticaJal @EquipoDeKuma No.,0
@pkumamoto ¿Dónde van a estar recabando firmas hoy?,1
@pkumamoto cómo hace uno en CDMX para firmar por tu candidatura para el Senado? Gracias!,1
@pkumamoto @MarzhePdL @EquipoDeKuma @PabloMontanoB @WikipoliticaJal Chapulínes días!,1
@pkumamoto @chris_mx84 @Rodrigo_Cornejo @WikipoliticaJal @EquipoDeKuma @Ballartaesputo @Britovsky @CarlosLoret @jrisco Según las reglas de ortografía no es necesario decir LAS y LOS cuando escribes LOS VECINOS significa ELLOS y ELLAS,0
"@pkumamoto, @xitlalicceja, #Propuesta: que los bonos de nuestros funcionarios (Diputados, senadores y demás) se vote por el pueblo donde se califique el trabajo y resultados de.
Basados en al menos 2 rubros
1) % de votantes
2) Calificación de votantes",0
@pkumamoto @EquipoDeKuma @PabloMontanoB @WikipoliticaJal Lánzate para gobernador de Jalisco,1
"@pkumamoto Deberías enseñarle, dice que si te postulas a cargos pequeños no puedes hacer cambios importantes https://t.co/Qbf7g7W93E",1
"@pkumamoto @Rodrigo_Cornejo @AlbertoVale13 @EquipoDeKuma @PabloMontanoB @WikipoliticaJal 👍 bien Pedro, recuerda mencionar siempre “gracias por tu firma, espero tu voto” ¡abrazo!",1
@pkumamoto @Rodrigo_Cornejo @EquipoDeKuma @AlbertoVale13 @Susanaochoach @WikipoliticaJal @PabloMontanoB @JuanitaDelgadoQ Pedro muchos ciudadanos en face preguntan por qué no vas a colonias populares?,1
@pkumamoto @WikipoliticaJal @AlbertoVale13 @Susanaochoach @PaoolaFT Yo ya!!! 👍🏻,1
"@pkumamoto gustazo conocerte carnal, llevo 3 años apoyando tu proyecto. ¡’No nos soltemos! https://t.co/FH02KF7OoJ",1
@pkumamoto @WikipoliticaJal @AlbertoVale13 @Susanaochoach @PaoolaFT Kumaaaa ya no se te puede apoyar en este momento ?,1
@pkumamoto @WikipoliticaJal @Rodrigo_Cornejo @sonia_ssi @PabloMontanoB @AlbertoVale13 @EquipoDeKuma @_OscarAugusto @jrisco @Susanaochoach @hectorguilleng Como puedo apoyar con mi firma??,1
@pkumamoto @Rodrigo_Cornejo @WikipoliticaJal @EquipoDeKuma @Ballartaesputo @Britovsky @CarlosLoret @jrisco 👍🏻👏🏻👏🏻👏🏻👋🏻,1
"@pkumamoto @Rodrigo_Cornejo @EquipoDeKuma @AlbertoVale13 @Susanaochoach @WikipoliticaJal @PabloMontanoB @JuanitaDelgadoQ Pedro necesitamos activarnos como sociedad, participación pública en todas las desiciones de cada una de nuestras ciudades, si comenzamos ciudad X ciudad =estado X estado= MEXICO",1
@pkumamoto No estoy en tu demarcación pero de corazón deseo que llegues al senado,1
@pkumamoto @EquipoDeKuma @PabloMontanoB @WikipoliticaJal Hoy x fin pude firmar! 😃✌🏼,1
"@pkumamoto @Rodrigo_Cornejo @EquipoDeKuma @AlbertoVale13 @Susanaochoach @WikipoliticaJal @PabloMontanoB @JuanitaDelgadoQ Siga con su trabajo honesto, los mexicanos se lo reconocemos!",1
"@pkumamoto @Rodrigo_Cornejo @EquipoDeKuma @AlbertoVale13 @Susanaochoach @WikipoliticaJal @PabloMontanoB @JuanitaDelgadoQ Sin duda se mira mas gente apoyando a Kumamoto que a la calderona .
Habrá que ver a quien sirve de verdad el buen Kuma si esta con el pueblo o es caballo de Troya . https://t.co/mETUcUd9bW",1
@pkumamoto @Rodrigo_Cornejo @AlbertoVale13 @EquipoDeKuma @PabloMontanoB @WikipoliticaJal Cuantas firmas llevamos?,1
@pkumamoto Va a a ir al sur de Guadalajara?  Polanco Miravalle Echeverria etc etc?,0
@pkumamoto @WikipoliticaJal @AlbertoVale13 @Susanaochoach @PaoolaFT #FirmaKumamoto  ya listo mi voto en puerto vallarta #VamosAReemplazarles,1
@pkumamoto mañana donde estaran para ir a firmar y horarios?,1
"@pkumamoto Pedro, para mi eres el único que pudiera llegar a estar en un puesto político, no eres como los demás, se nota que estás para ayudar.!!! Eres mi gallo.!!",1
"@pkumamoto Muy bien Pedro, firmé y espero logres tu objetivo, eres un ejemplo para todos, si puedo ayudar en algo infórmame cómo, estoy en Gdl y Tepa. Saludos y éxito.",1
@pkumamoto quiero ser como tu,1
@pkumamoto una imagen con que acabas de describir seria de mucha ayuda! Echale ganas,1
"@pkumamoto Disculpe, ¿es válido luchar por un puesto público sin terminar el otro?, es el clásico “chapulinismo” de los políticos de siempre, ¿acaso usted ya es un político más? Saludos.",-1
@pkumamoto #FirmaKumamoto,1
@pkumamoto @Rodrigo_Cornejo @WikipoliticaJal @EquipoDeKuma @Ballartaesputo @Britovsky @CarlosLoret @jrisco Lo importante es el mensaje de lo que pretenden hacer con estos cambios.@pkumamoto vas bien. 👍👍👍 Mexicanos habran su mente a lo verdaderamente importante. Ánimo háganos la diferencia.,1
@pkumamoto @Rodrigo_Cornejo @AlbertoVale13 @EquipoDeKuma @PabloMontanoB @WikipoliticaJal Ya estuve con ustedes temprano. pero desde aqui les enviamos un gran👋🙌🙌🙌 👋,1
@pkumamoto @Rodrigo_Cornejo @WikipoliticaJal @jrisco @CarlosLoret @alvaro_qc @sonia_ssi @PabloMontanoB @AlbertoVale13 @EquipoDeKuma Felicidades haremos la diferencia 👍👍👍👍,1
@pkumamoto @WikipoliticaJal @AlbertoVale13 @Susanaochoach @PaoolaFT Felicidades hermano estoy seguro que ganaras. Espero que trabajes muy duro por la gente de Jalisco y cuando seas candidato a la presidencia de la república tendrás mi voto.,1
@pkumamoto @WikipoliticaJal @AlbertoVale13 @Susanaochoach @PaoolaFT Pedro si eran colaboradores tuyos los que estaban hoy en Chapalita?,1
@pkumamoto https://t.co/GIQu6amwWH,0
@pkumamoto @EquipoDeKuma @PabloMontanoB @WikipoliticaJal Fue @gatho_al  jajaja me acorde de usted,0
@PedroFerriz @ileana_Mex @INEMexico Pero también el correo electrónico y su clave para que autentifique al operador.,0
@PedroFerriz importante porque al llegar a este paso en el App del @INEMexico surge la duda de que chingados es eso: https://t.co/gS9Ecdn9pc,-1
"@PedroFerriz Pobr payaso. Ni con los vídeos que te hace televisa-deforma, levantas xD",-1
"@PedroFerriz En donde puedo ir a registrar mi firma por su candidatura?, muchas gracias, vivo en la CD.MX. delegación Coyoacán.",1
@PedroFerriz @INEMexico Y cuales son los códigos?,1
"@PedroFerriz @INEMexico En donde puedo ir a registrar mi firma por su candidatura?, gracias, vivo en la CD.MX. delegación Coyoacán.",1
"@PedroFerriz Eres un títere Ferriz nunca votaría por ti, y lo sabes, haciendo esto solo es para mantener tus  contratos en tu medio informativo, ve hacer pendejos a otros, traidor.",1
@PedroFerriz Decrépito,-1
"@PedroFerriz @INEMexico Esperamos tu Respuesta
 Gacias",1
@PedroFerriz @INEMexico 👏🏻👏🏻👏🏻👏🏻,1
@PedroFerriz Diles como en el teleton eso funciona mas y deja de decir el cambio apurate porque si no no vas a realizar tu sueño  para tu futuro hazles creer que te importan la ganancia es tuya,-1
@PedroFerriz @INEMexico Deja de criticar a los demas y ponte a trabajar para logres tu partido dejes herencia y vivas mejor no te fijes en los demas,-1
@PedroFerriz @DaroldCoronado @INEMexico 4millones pero no llegas ni al 10% de eso.,0
@PedroFerriz Ya se armó. El OCR/CIC es el número de credencial que viene al adverso de la misma. 🤘🏼,0
"@PedroFerriz @INEMexico Mejor pide que prolonguen el tiempo de firmas, hasta el 2024, puñetas, a ver si así puedes completar,, ya deja de hacer el ridiculo y declina por la pinché marychu",1
@PedroFerriz y @pedroferriz3 —- qué es “OCR/CIC”? -en la credencial para votar al querer mandar la foto...,1
@PedroFerriz Cómo mendigar una firma?,-1
@PedroFerriz @dedo1976 @INEMexico Ni madres! por q me vas a fallar como lo hiciste con .. bueno ya ni de eso hay que hablar!!!!,-1
@PedroFerriz @INEMexico Urge,0
@PedroFerriz @INEMexico Incrédula palomita. No todos los que te seguimos te apoyamos. Solo lee las respuestas a tus tweets,-1
@PedroFerriz @INEMexico Sale a flote de volada tu inmoralidad.,-1
@PedroFerriz @INEMexico Ok,0
@PedroFerriz urge 📱 // pasando la voz #2018 #Mexico https://t.co/Hjd5RZDKRP,0
"@PedroFerriz el link que pusiste en FB no manda a la App,por favor comparte por acá también. Es esta la App? Para mandarte mi credencial de elector YA. https://t.co/kR6hNvyrXg",1
"@PedroFerriz @INEMexico No gracias, lastres de la democracia no, sólo sirven para restar votos, hay que romper el establishment, y yo ya sé con quien se puede",1
@PedroFerriz @INEMexico Échale pues!!! Mándanos el código!!!,1
@PedroFerriz @INEMexico De qué va a ser Srio. Harfuch y la  chiquita?,0
@PedroFerriz @INEMexico Ahorita no joven!,-1
@PedroFerriz @INEMexico estoy contigo pero no estoy de acuerdo en dividir el voto.... necesitamos unidad.,1
"@PedroFerriz @INEMexico Seria buena opcion, excelente",1
"@PedroFerriz @HumanKenn @INEMexico Estás muy seguro, Pedro, ¿QUE CON TU CANDIDATURA, NO SERÁS TÚ EL QUE LE ESTÉ HACIENDO EL JUEGO AL GOBIERNO?",-1
@PedroFerriz @CiroGomezL Pinche par de VENDIDOS! Ya la historia se encargará de enterrarlos y juzgarlos en la basura de la ignominia.,-1
@PedroFerriz ya Pedro registrarme. Cómo le hago,1
@PedroFerriz @INEMexico Gracias 👍👍👍,1
"@PedroFerriz Pedro yo quiero votar por ti, que tengo que hacer.",1
@PedroFerriz @INEMexico El Código lo pueden adquirir en las principales librerías del país. https://t.co/2ulSuc1e2G,1
@PedroFerriz @INEMexico Yo ya mande mis datos a Alberto G Sarubi y no me ha mandado nada,1
"@PedroFerriz @ivanarturomay @INEMexico Tus 37 mil firmas siguen en revisión, entonces para q sirve la aplicación, las q pasan ya pasaron",1
@PedroFerriz @HumanKenn @INEMexico El burro hablando de orejas!!!!,-1
"@PedroFerriz Hola, como puedo apoyar con mi firma? Ni idea de como hacerlo",1
"@PedroFerriz @INEMexico Solamente Dios y @realDonaldTrump , son los únicos que pueden salvar a México. https://t.co/RR0lIwQXtd",0
"@PedroFerriz ¡Vaya ortografía en tu tweet! 😏
¿Quién te lo escribió, tu bot el que se ostenta como ""Doctor""?
Imagino que ya en el caso de tu improbable campaña presidencial si tendrá$$$ para mejores.
😂😎😂😎",-1
"@PedroFerriz Si te envio la foto de mi credencial, funcionaria?",1
@PedroFerriz @HumanKenn @INEMexico Tú eres quien se lo hace fragmentando el voto no ganas ni una presidencia municipal😁😁😁,-1
@PedroFerriz @INEMexico Haz un video de como se debe hacer paso a paso. Para que quede mas claro,1
@PedroFerriz @ivanarturomay @INEMexico Tú 3% de avance de un cien y a cuántos dias,1
"@PedroFerriz Eres un miserable distractor Ferriz, no eres persona de fiar! Este movimiento es para distraer y facilitar al PRI su jugada!!!",-1
@PedroFerriz @ivanarturomay @INEMexico Si demasiadas para las que se necesitan😂😂😂,0
"@PedroFerriz @jnicanorb @INEMexico Eres una persona tan arrogante, con tampoco criterio y muy bien sabes que jamás serás presidente de la república es más no creo que llegues ni juntar las firmas necesarias pero bueno lo peor es tu actitud servil al sistema",-1
"@PedroFerriz @maremoto16 @INEMexico ¿Ataques ad hominem?
¡Vaya manera de defenderte de algo que ni siquiera es ofensa!
Algo te debiste morderte para no escribirle tú ya clásico ""Eres un pendejo"".
😂😎😂😎",-1
@PedroFerriz @bobadillantonio @INEMexico en este.momento me doy de alta espero me llegue el código y tengo 17 personas,1
"@PedroFerriz @DaroldCoronado @INEMexico Sí tan sólo uno de cada cuatro firmara...
Es ridículo que tengas más ""recolectores"" que firmas 
¿Qué dices a eso?
¿Crees que todo seguidor lo es porque te respeta por lo menos?
Mira los comentarios, la mayoría son de desprecio y no a favor de tu necia idea.
😎😂😎😂",-1
@PedroFerriz @INEMexico Quiero un cambio contigo @PedroFerriz,1
"@PedroFerriz Va a pasar lo que en Chihuahua se selecciono un critico del gobierno y al llegar a la silla, no supo que hacer.",-1
"@PedroFerriz @INEMexico Estaré pendiente, inmediatamente firmar. Gracias.",1
@PedroFerriz @INEMexico Pos hazles firmar!,0
@PedroFerriz @bobadillantonio @INEMexico Pase los códigos. Ingeniero Me gusta su propuesta de poner Orden.  Saludos Colega.,1
@PedroFerriz @INEMexico Donde se puede realizar al firma autógrafa ?? Por aquello de que la aplicación les de broncas. Saludos desde Veracruz. Aclaro que aún no me convences pero los partidistas son de lo peor.,1
"@PedroFerriz @alonsoosc @INEMexico Jejejejeje, que respuesta brillante. No me convence aún pero los partidistas están para llorar, aún veré la tendencia porque la verdad mi voto lo anularía con o sin independientes no veo esperanza.",0
"@PedroFerriz @INEMexico Bieeen por toda la gente propositiva que quiere apoyar y ponerle un freno a los partidos, a los zombies esos que sigan durmiendo el sueño eterno y adorando al mesias.",1
@PedroFerriz Chiquitas hermosas :),1
@PedroFerriz @INEMexico Tu hijo te prejudica hablando mal de amlo,0
@PedroFerriz @esteban03283835 @INEMexico ¿Cuántas firmas llevas? Acuérdate que el que se enoja pierde... tú eres experto en eso...,-1
@PedroFerriz @INEMexico ¿O sea que aceptas  que no pudiste con  las reglas que aceptaste al iniciar?,-1
"@PedroFerriz @INEMexico Porq te pregunto, si después de la captura en una última de las van a verificar bien sabes que no te las van a pasar no, esa es mi duda",0
"@PedroFerriz @DaroldCoronado @INEMexico Eres un mentiroso Ferriz,",-1
@PedroFerriz @INEMexico Usted mintio a su esposa Usted le mentira al Pais.,-1
@PedroFerriz @INEMexico Muy bien Pedro.. esperamos los códigos .. porque el INE sigue en su tarea de obstruir tu acceso a la boleta...,1
"@PedroFerriz @INEMexico Sale me late q me constesto, una pregunta vi una intervención de Castañeda, después de la recolección de firmas, todavía para por una última revisión o las q llevas están aprobadas en este momento",1
@PedroFerriz @INEMexico Cuentame más Viejillo Cascarrabias Entiende hagas lo que hagas No VAs A Ganar te lleva más ventaja el Pendejo del Bronco 😂🤣 con sus Bots.,-1
"@PedroFerriz @INEMexico Jajaja veo que si tienes sentido del humor pedrito¡¡ 
Por que mejor no te dedicas a cómico, seguramente consigues más votos jajajaja.
Es show pedrito no te enojes....",-1
"@PedroFerriz @INEMexico Si me doy cuenta, usted no se da cuenta que no tiene el apoyo ni la gente para ser presidente, deje de culpar instituciones",-1
@PedroFerriz @INEMexico Ok gracias,1
@PedroFerriz @INEMexico No se oye nada el video  q ofreces al pueblo como vandidato independiente se q estas haciendo enciestas,-1
@PedroFerriz @INEMexico Pedro mi código con el que capto firmas lo puedo entonces enviar a mis contactos en otros estados y pedirles que bajen la app ingresen el código y firmen!!,1
"@PedroFerriz @ivanarturomay @INEMexico En el reporte del @INEMexico al día 13 de noviembre a las 6:00 hrs aparecen SOLAMENTE REGISTRADAS 28,047 firmas que significan un 3.2% de avance",0
@PedroFerriz Necesito saber donde llevo mi firma aquí en Zapopan Jalisco,1
@PedroFerriz @INEMexico No me ha llegado el código Pedro!!!,1
@PedroFerriz @INEMexico PREGUNTA: Y como para cuando enviará al @INEMexico su registro de operaciones e importes de ingresos y gastos ?? Exige pero no cumple,-1
"@PedroFerriz @INEMexico Que triste que queremos hacer algo diferente y caigamos en esto, los independientes tenemos la responsabilidad de trabajar de una forma honesta",1
@PedroFerriz @INEMexico Poco poder de convocatoria...,-1
@PedroFerriz @INEMexico Espero el código :),1
@PedroFerriz @ivanarturomay @INEMexico Es correcto,1
"@PedroFerriz @INEMexico es ya muy evidente que la inclusion de independientes es la apuesta del PRI a la fragmentacion del voto, mejor seria que si de verdad quieren cambiar este pais lo primero seria quitar a los que estan y llevarlos a juicio, sumar no dividir",1
"@PedroFerriz Hola Pedro.
Estoy muy interesado en tu candidatura, pero me gustaría saber tu opinión sobre algunos temas en particular. Me podrías proporcionar alguna cuenta de correo donde pueda hacerte llegar mis inquietudes y así poder ejercer un voto más razonado?
Gracias",1
"@PedroFerriz @INEMexico Perfecto! Espero el código para firmarlo, adelante @PedroFerriz  !",1
"@PedroFerriz @INEMexico Adelante Pedro, si podremos",1
@PedroFerriz @INEMexico Pues si ... todos coludos o todos rabones ... no ???👍🏼👍🏼,-1
"@PedroFerriz @INEMexico Ya te tardaste Pedro, actúa",-1
"@PedroFerriz @INEMexico Pobrecito, ayúdenlo por el amor de dios",1
@PedroFerriz @INEMexico Excelente,1
@PedroFerriz @INEMexico Perfecto! Así podrás responsabilizar de tu escandaloso fracaso a otros!,-1
@PedroFerriz @INEMexico #ferrizdeconpresidente,1
"@PedroFerriz Me caí usted bien.... como comunicador. Pero a raíz de toda la información concerniente a sus deslices amorosos con su querida y la forma de pendejear a las personas que osan discrepar con usted, creo, desde mi muy personal punto de vista que usted no representa ningún cambio",-1
"@PedroFerriz @INEMexico Me gusta pedro ferriz para presidente !!
Pero de algun club de fans de jose jose...",1
"@PedroFerriz @INEMexico Vamos a hacer el cambio, edpeeamos los códigos para compartirlos en Chiapas hay muchos que creemos que éste cambio será una realidad",1
@PedroFerriz @INEMexico Cuantas necesitas?,1
@PedroFerriz @chuga40,0
@PedroFerriz @ivanarturomay @INEMexico Pero entendiste,0
@PedroFerriz ya retirarte por favor,-1